nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1425806027461990;177194474660_10154991459739661;62562538918_10155059995878919;29396596956_10153800506076957;111236060676_10153837447935677;118231518201711_1343006522390865;;170815382956921_1547160605322385;149845148361826_1374422489237413;;;536723559736207_1215424545199435
143694099006529_1425738210802105;177194474660_10154991000779661;62562538918_10155060378003919;29396596956_10153799266196957;111236060676_10153837411345677;118231518201711_1342278249130359;;170815382956921_1547250165313429;149845148361826_1374361952576800;;;536723559736207_1215316331876923
143694099006529_1425736384135621;177194474660_10154990874349661;62562538918_10155060241483919;29396596956_10153799263576957;111236060676_10153837114870677;118231518201711_1342284565796394;;170815382956921_1546932602011852;149845148361826_1374285915917737;;;536723559736207_1215272368547986
143694099006529_1425726974136562;177194474660_10154990766304661;62562538918_10155059812363919;29396596956_10153795753711957;111236060676_10153835878905677;118231518201711_1342872902404227;;170815382956921_1542473369124442;149845148361826_1374196432593352;;;536723559736207_1215041041904452
143694099006529_1425719197470673;177194474660_10154990759364661;62562538918_10155060044068919;29396596956_10153796968331957;111236060676_10153834841330677;118231518201711_1342869765737874;;170815382956921_1542465475791898;149845148361826_1374194299260232;;;536723559736207_1215003385241551
143694099006529_1425709927471600;177194474660_10154990773424661;62562538918_10155059714688919;29396596956_10153796963986957;111236060676_10153834746400677;118231518201711_1342633832428134;;170815382956921_1541858069185972;149845148361826_1374188832594112;;;536723559736207_1212465168828706
143694099006529_1425690834140176;177194474660_10154990634434661;62562538918_10155059879883919;29396596956_10153796266676957;111236060676_10153834579500677;118231518201711_1342204969137687;;170815382956921_1541557279216051;149845148361826_1374093215937007;;;536723559736207_1214772211931335
143694099006529_1425688514140408;177194474660_10154990806799661;62562538918_10155059804508919;29396596956_10153796152031957;111236060676_10153834575185677;118231518201711_1342264352465082;;170815382956921_1540933965945049;149845148361826_1374150505931278;;;536723559736207_1214712255270664
143694099006529_1425681420807784;177194474660_10154990743409661;62562538918_10155059288223919;29396596956_10153796139081957;111236060676_10153833835400677;118231518201711_1342273825797468;;170815382956921_1540586915979754;149845148361826_1374242902588705;;;536723559736207_1214615168613706
143694099006529_1425654110810515;177194474660_10154990702054661;62562538918_10155059682013919;29396596956_10153795368221957;111236060676_10153833496580677;118231518201711_1342346135790237;;170815382956921_1537011879670591;149845148361826_1374187439260918;;;536723559736207_1212464152162141
143694099006529_1425648904144369;177194474660_10154990675779661;62562538918_10155059606423919;29396596956_10153795325286957;111236060676_10153833014000677;118231518201711_1342337632457754;;170815382956921_1535787139793065;149845148361826_1374148269264835;;;536723559736207_1212462605495629
143694099006529_1425643120811614;177194474660_10154990617474661;62562538918_10155059533758919;29396596956_10153795319281957;111236060676_10153832902455677;118231518201711_1342150985809752;;170815382956921_1534253203279792;149845148361826_1374149375931391;;;536723559736207_1213838055358084
143694099006529_1425625980813328;177194474660_10154990598604661;62562538918_10155059469948919;29396596956_10153795212021957;111236060676_10153832839750677;118231518201711_1342063592485158;;170815382956921_1520684117970034;149845148361826_1374091112603884;;;536723559736207_1213799485361941
143694099006529_1425614497481143;177194474660_10154990318224661;62562538918_10155059412088919;29396596956_10153794087231957;111236060676_10153832827840677;118231518201711_1342123562479161;;170815382956921_1533157463389366;149845148361826_1374089969270665;;;536723559736207_1213762202032336
143694099006529_1425612350814691;177194474660_10154990298734661;62562538918_10155059355048919;29396596956_10153793988616957;111236060676_10153832822935677;118231518201711_1342053562486161;;170815382956921_1530018887036557;149845148361826_1374087869270875;;;536723559736207_1213712388703984
143694099006529_1425551127487480;177194474660_10154990352954661;62562538918_10155059298788919;29396596956_10153793932206957;111236060676_10153832814155677;118231518201711_1342014759156708;;170815382956921_1527487553956357;149845148361826_1373511512661844;;;536723559736207_1212440278831195
143694099006529_1425542150821711;177194474660_10154990250779661;62562538918_10155059241373919;29396596956_10153793867141957;111236060676_10153832803125677;118231518201711_1341969165827934;;170815382956921_1526785637359882;149845148361826_1373303512682644;;;536723559736207_1213634355378454
143694099006529_1425449457497647;177194474660_10154990160334661;62562538918_10155059108438919;29396596956_10153793768686957;111236060676_10153832683690677;118231518201711_1341953172496200;;170815382956921_1518847114820401;149845148361826_1373426589337003;;;536723559736207_1213603182048238
143694099006529_1425375830838343;177194474660_10154987633654661;62562538918_10155059116278919;29396596956_10153793714501957;111236060676_10153832478125677;118231518201711_1341951929162991;;170815382956921_1525573610814418;149845148361826_1373449156001413;;;536723559736207_1213541658721057
143694099006529_1425337714175488;177194474660_10154987625259661;62562538918_10155059152148919;29396596956_10153793729421957;111236060676_10153830996730677;118231518201711_1341657919192392;;170815382956921_1522933954411717;149845148361826_1373399962672999;;;536723559736207_1212434515498438
143694099006529_1425188790857047;177194474660_10154987488429661;62562538918_10155058932148919;29396596956_10153793718301957;111236060676_10153830614340677;118231518201711_1341658889192295;;170815382956921_1520693874635725;149845148361826_1373356806010648;;;536723559736207_1213337305408159
143694099006529_1425139384195321;177194474660_10154987484434661;62562538918_10155059004043919;29396596956_10153793706716957;111236060676_10153830515890677;118231518201711_1341658249192359;;170815382956921_1521636241208155;149845148361826_1373153366030992;;;536723559736207_1213279485413941
143694099006529_1425088374200422;177194474660_10154987469739661;62562538918_10155058948023919;29396596956_10153793648401957;111236060676_10153830505345677;118231518201711_1341656772525840;;170815382956921_1520707754634337;149845148361826_1373444139335248;;;536723559736207_1212426728832550
143694099006529_1425059360869990;177194474660_10154987459694661;62562538918_10155058886443919;29396596956_10153793528186957;111236060676_10153830232840677;118231518201711_1341378172553700;;170815382956921_1520331864671926;149845148361826_1373424776003851;;;536723559736207_1213202522088304
143694099006529_1424995437543049;177194474660_10154987413679661;62562538918_10155058838658919;29396596956_10153793433521957;111236060676_10153828799330677;118231518201711_1341380182553499;;170815382956921_1519264744778638;149845148361826_1373354112677584;;;536723559736207_1212555222153034
143694099006529_1424923197550273;177194474660_10154987407629661;62562538918_10155058798058919;29396596956_10153793289546957;111236060676_10153828777955677;118231518201711_1341275135897337;;170815382956921_1518900874815025;149845148361826_1373376096008719;;;536723559736207_1212553385486551
143694099006529_1424917954217464;177194474660_10154987377844661;62562538918_10155058756893919;29396596956_10153793185011957;111236060676_10153828539145677;118231518201711_1341132105911640;;170815382956921_1515277955177317;149845148361826_1373338706012458;;;536723559736207_1212552758819947
143694099006529_1424908464218413;177194474660_10154987337739661;62562538918_10155058689743919;29396596956_10153792980331957;111236060676_10153828344950677;118231518201711_1341083322583185;;170815382956921_1515396085165504;149845148361826_1373307842682211;;;536723559736207_1211625275579362
143694099006529_1424900624219197;177194474660_10154986753364661;62562538918_10155058672403919;29396596956_10153792807866957;111236060676_10153828342690677;118231518201711_1341049135919937;;170815382956921_1515003958538050;149845148361826_1373193279360334;;;536723559736207_1212397582168798
143694099006529_1424887954220464;177194474660_10154986768949661;62562538918_10155057142263919;29396596956_10153792757096957;111236060676_10153828264405677;118231518201711_1341043939253790;;170815382956921_1514285211943258;149845148361826_1373128509366811;;;536723559736207_1212278788847344
143694099006529_1424838400892086;177194474660_10154986748699661;62562538918_10155057166038919;29396596956_10153792021566957;111236060676_10153828059685677;118231518201711_1340968092594708;;170815382956921_1512249485480164;149845148361826_1373192819360380;;;536723559736207_1212212072187349
143694099006529_1424828487559744;177194474660_10154986746869661;62562538918_10155057217398919;29396596956_10153791817311957;111236060676_10153827422195677;118231518201711_1340970085927842;;170815382956921_1511955648842881;149845148361826_1373224962690499;;;536723559736207_1212076562200900
143694099006529_1424791997563393;177194474660_10154986522204661;62562538918_10155057049133919;29396596956_10153791291176957;111236060676_10153827291980677;118231518201711_1340967355928115;;170815382956921_1511525655552547;149845148361826_1373129739366688;;;536723559736207_1211898238885399
143694099006529_1424778117564781;177194474660_10154986700214661;62562538918_10155056833148919;29396596956_10153790694091957;111236060676_10153827003955677;118231518201711_1340581022633415;;170815382956921_1509155839122862;149845148361826_1373154016030927;;;536723559736207_1211704768904746
143694099006529_1424766187565974;177194474660_10154986557454661;62562538918_10155056695318919;29396596956_10153790738711957;111236060676_10153826775725677;118231518201711_1340286495996201;;170815382956921_1508803315824781;149845148361826_1373155752697420;;;536723559736207_1211594722249084
143694099006529_1424709030905023;177194474660_10154986562024661;62562538918_10155057001353919;29396596956_10153790665501957;111236060676_10153826703320677;118231518201711_1340098626014988;;170815382956921_1507988382572941;149845148361826_1373140002698995;;;536723559736207_1211388922269664
